entrezgene,Gene symbol,description,num_trial,num_over,p-val,q_val,expression
54809,SAMD9,sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348],14,6,0.000172564,0.002399299,Overexpressed
1601,DAB2,"DAB2, clathrin adaptor protein [Source:HGNC Symbol;Acc:HGNC:2662]",19,7,0.000151463,0.002409388,Overexpressed
132671,SPATA18,spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579],14,6,0.000172564,0.002411479,Overexpressed
1295,COL8A1,collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215],19,7,0.000151463,0.002423816,Overexpressed
113612,CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582],19,7,0.000151463,0.002438417,Overexpressed
10962,MLLT11,"MLLT11, transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997]",19,7,0.000151463,0.002453195,Overexpressed
10618,TGOLN2,trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450],19,7,0.000151463,0.002468154,Overexpressed
10140,TOB1,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]",19,7,0.000151463,0.002483296,Overexpressed
9249,DHRS3,dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693],20,7,0.00021949,0.002681725,Overexpressed
8745,ADAM23,ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202],20,7,0.00021949,0.00269304,Overexpressed
81533,ITFG1,integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697],20,7,0.00021949,0.002704451,Overexpressed
80255,SLC35F5,solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617],20,7,0.00021949,0.00271596,Overexpressed
7078,TIMP3,TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822],20,7,0.00021949,0.002727566,Overexpressed
6575,SLC20A2,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],20,7,0.00021949,0.002739273,Overexpressed
6415,SELENOW,selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752],20,7,0.00021949,0.00275108,Overexpressed
5796,PTPRK,"protein tyrosine phosphatase, receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]",20,7,0.00021949,0.002762989,Overexpressed
57185,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],20,7,0.00021949,0.002775002,Overexpressed
5631,PRPS1,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],20,7,0.00021949,0.00278712,Overexpressed
54664,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407],20,7,0.00021949,0.002799344,Overexpressed
5351,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]",20,7,0.00021949,0.002811676,Overexpressed
527,ATP6V0C,ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855],20,7,0.00021949,0.002824117,Overexpressed
5164,PDK2,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],20,7,0.00021949,0.002836669,Overexpressed
51566,ARMCX3,"armadillo repeat containing, X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]",20,7,0.00021949,0.002849333,Overexpressed
51129,ANGPTL4,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],20,7,0.00021949,0.00286211,Overexpressed
51094,ADIPOR1,adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040],20,7,0.00021949,0.002875002,Overexpressed
4193,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973],20,7,0.00021949,0.002888011,Overexpressed
4126,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831],20,7,0.00021949,0.002901139,Overexpressed
4017,LOXL2,lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666],20,7,0.00021949,0.002914386,Overexpressed
26056,RAB11FIP5,RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845],20,7,0.00021949,0.002927755,Overexpressed
26020,LRP10,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553],20,7,0.00021949,0.002941247,Overexpressed
25874,MPC2,mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515],20,7,0.00021949,0.002954864,Overexpressed
23324,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623],20,7,0.00021949,0.002968607,Overexpressed
231,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381],20,7,0.00021949,0.002982479,Overexpressed
22924,MAPRE3,microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892],20,7,0.00021949,0.002996481,Overexpressed
2247,FGF2,fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676],20,7,0.00021949,0.003010616,Overexpressed
1848,DUSP6,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072],20,7,0.00021949,0.003024884,Overexpressed
1647,GADD45A,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095],20,7,0.00021949,0.003039288,Overexpressed
1522,CTSZ,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547],20,7,0.00021949,0.00305383,Overexpressed
1410,CRYAB,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389],20,7,0.00021949,0.003068512,Overexpressed
127262,TPRG1L,tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007],20,7,0.00021949,0.003083336,Overexpressed
122786,FRMD6,FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839],20,7,0.00021949,0.003098304,Overexpressed
116254,GINM1,glycoprotein integral membrane 1 [Source:HGNC Symbol;Acc:HGNC:21074],20,7,0.00021949,0.003113417,Overexpressed
11227,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127],20,7,0.00021949,0.003128679,Overexpressed
10631,POSTN,periostin [Source:HGNC Symbol;Acc:HGNC:16953],20,7,0.00021949,0.003144091,Overexpressed
10424,PGRMC2,progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089],20,7,0.00021949,0.003159656,Overexpressed
1030,CDKN2B,cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788],20,7,0.00021949,0.003175376,Overexpressed
5026,P2RX5,purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536],10,5,0.000259316,0.003277095,Overexpressed
91947,ARRDC4,arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087],15,6,0.000271213,0.003323562,Overexpressed
8793,TNFRSF10D,TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907],15,6,0.000271213,0.003336963,Overexpressed
80235,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596],15,6,0.000271213,0.003350473,Overexpressed
57103,TIGAR,TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185],15,6,0.000271213,0.003364093,Overexpressed
55359,STYK1,serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889],15,6,0.000271213,0.003377824,Overexpressed
51669,SARAF,store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789],15,6,0.000271213,0.003391667,Overexpressed
352954,CASTOR3,CASTOR family member 3 [Source:HGNC Symbol;Acc:HGNC:29954],15,6,0.000271213,0.003405625,Overexpressed
2495,FTH1,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976],15,6,0.000271213,0.003419698,Overexpressed
23492,CBX7,chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557],15,6,0.000271213,0.003433887,Overexpressed
128989,TANGO2,transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439],15,6,0.000271213,0.003448195,Overexpressed
975,CD81,CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701],21,7,0.00031014,0.003767091,Overexpressed
9528,TMEM59,transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239],21,7,0.00031014,0.003781692,Overexpressed
8682,PEA15,proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822],21,7,0.00031014,0.003796407,Overexpressed
6781,STC1,stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373],21,7,0.00031014,0.003811236,Overexpressed
669,BPGM,bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093],21,7,0.00031014,0.003826183,Overexpressed
27063,ANKRD1,ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819],21,7,0.00031014,0.003841246,Overexpressed
25802,LMOD1,leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647],21,7,0.00031014,0.003856429,Overexpressed
1264,CNN1,calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155],21,7,0.00031014,0.003871732,Overexpressed
10955,SERINC3,serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699],21,7,0.00031014,0.003887158,Overexpressed
10512,SEMA3C,semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725],21,7,0.00031014,0.003902706,Overexpressed
9145,SYNGR1,synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498],16,6,0.000409243,0.005136021,Overexpressed
64859,NABP1,nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232],16,6,0.000409243,0.005155329,Overexpressed
6448,SGSH,N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818],16,6,0.000409243,0.005174783,Overexpressed
57717,PCDHB16,protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546],16,6,0.000409243,0.005194385,Overexpressed
202333,CMYA5,cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305],16,6,0.000409243,0.005214135,Overexpressed
162963,ZNF610,zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687],16,6,0.000409243,0.005234036,Overexpressed
147948,ZNF582,zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421],16,6,0.000409243,0.00525409,Overexpressed
144811,LACC1,laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789],16,6,0.000409243,0.005274298,Overexpressed
2629,GBA,glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177],11,5,0.000449017,0.005733937,Overexpressed
8743,TNFSF10,TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925],17,6,0.000596519,0.007890735,Overexpressed
6890,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",17,6,0.000596519,0.007919428,Overexpressed
6857,SYT1,synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509],17,6,0.000596519,0.007948332,Overexpressed
55754,TMEM30A,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],17,6,0.000596519,0.007977446,Overexpressed
285761,DCBLD1,"discoidin, CUB and LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21479]",17,6,0.000596519,0.008006775,Overexpressed
266812,NAP1L5,nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968],17,6,0.000596519,0.00803632,Overexpressed
124935,SLC43A2,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087],17,6,0.000596519,0.008066085,Overexpressed
115201,ATG4A,autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489],17,6,0.000596519,0.00809607,Overexpressed
65065,NBEAL1,neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681],12,5,0.000727083,0.009988628,Overexpressed
196051,PLPP4,phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531],12,5,0.000727083,0.010024688,Overexpressed
900,CCNG1,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592],18,6,0.000843996,0.010619789,Overexpressed
8848,TSC22D1,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826],18,6,0.000843996,0.010653718,Overexpressed
84418,CYSTM1,cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239],18,6,0.000843996,0.010687865,Overexpressed
83941,TM2D1,TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142],18,6,0.000843996,0.010722231,Overexpressed
80219,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819],18,6,0.000843996,0.010756819,Overexpressed
6844,VAMP2,vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643],18,6,0.000843996,0.010791631,Overexpressed
57574,MARCH4,membrane associated ring-CH-type finger 4 [Source:HGNC Symbol;Acc:HGNC:29269],18,6,0.000843996,0.010826668,Overexpressed
55296,TBC1D19,TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624],18,6,0.000843996,0.010861934,Overexpressed
55008,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072],18,6,0.000843996,0.010897431,Overexpressed
54884,RETSAT,retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991],18,6,0.000843996,0.01093316,Overexpressed
54800,KLHL24,kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947],18,6,0.000843996,0.010969125,Overexpressed
54622,ARL15,ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945],18,6,0.000843996,0.011005326,Overexpressed
51200,CPA4,carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740],18,6,0.000843996,0.011041768,Overexpressed
4043,LRPAP1,LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701],18,6,0.000843996,0.011078451,Overexpressed
389337,ARHGEF37,Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430],18,6,0.000843996,0.01111538,Overexpressed
389336,C5orf46,chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768],18,6,0.000843996,0.011152555,Overexpressed
3635,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079],18,6,0.000843996,0.011189979,Overexpressed
355,FAS,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],18,6,0.000843996,0.011227656,Overexpressed
3434,IFIT1,interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407],18,6,0.000843996,0.011265587,Overexpressed
2907,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589],18,6,0.000843996,0.011303776,Overexpressed
284,ANGPT1,angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484],18,6,0.000843996,0.011342224,Overexpressed
27072,VPS41,"VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]",18,6,0.000843996,0.011380935,Overexpressed
23596,OPN3,opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007],18,6,0.000843996,0.01141991,Overexpressed
2352,FOLR3,folate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3795],18,6,0.000843996,0.011459154,Overexpressed
2318,FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756],18,6,0.000843996,0.011498668,Overexpressed
1906,EDN1,endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176],18,6,0.000843996,0.011538456,Overexpressed
166336,PRICKLE2,prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340],18,6,0.000843996,0.01157852,Overexpressed
147463,ANKRD29,ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110],18,6,0.000843996,0.011618864,Overexpressed
130507,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467],18,6,0.000843996,0.011659489,Overexpressed
11253,MAN1B1,mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823],18,6,0.000843996,0.011700399,Overexpressed
11230,PRAF2,PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911],18,6,0.000843996,0.011741598,Overexpressed
10957,PNRC1,proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278],18,6,0.000843996,0.011783088,Overexpressed
10577,NPC2,NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537],18,6,0.000843996,0.011824872,Overexpressed
10570,DPYSL4,dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016],18,6,0.000843996,0.011866953,Overexpressed
10404,CPQ,carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910],18,6,0.000843996,0.011909335,Overexpressed
10129,FRY,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367],18,6,0.000843996,0.011952021,Overexpressed
9581,PREPL,prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228],19,6,0.001163626,0.013189598,Overexpressed
94103,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038],19,6,0.001163626,0.013224864,Overexpressed
93210,PGAP3,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719],19,6,0.001163626,0.01326032,Overexpressed
9060,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604],19,6,0.001163626,0.013295966,Overexpressed
9050,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581],19,6,0.001163626,0.013331804,Overexpressed
894,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583],19,6,0.001163626,0.013367836,Overexpressed
8780,RIOK3,RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451],19,6,0.001163626,0.013404063,Overexpressed
8728,ADAM19,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197],19,6,0.001163626,0.013440487,Overexpressed
84961,FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679],19,6,0.001163626,0.01347711,Overexpressed
79627,OGFRL1,opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378],19,6,0.001163626,0.013513932,Overexpressed
79016,DDA1,DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360],19,6,0.001163626,0.013550957,Overexpressed
79001,VKORC1,vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663],19,6,0.001163626,0.013588185,Overexpressed
7057,THBS1,thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785],19,6,0.001163626,0.013625618,Overexpressed
7052,TGM2,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778],19,6,0.001163626,0.013663258,Overexpressed
6659,SOX4,SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200],19,6,0.001163626,0.013701106,Overexpressed
64778,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670],19,6,0.001163626,0.013739165,Overexpressed
63874,ABHD4,abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154],19,6,0.001163626,0.013777435,Overexpressed
59338,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335],19,6,0.001163626,0.01381592,Overexpressed
5920,RARRES3,retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869],19,6,0.001163626,0.01385462,Overexpressed
5797,PTPRM,"protein tyrosine phosphatase, receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]",19,6,0.001163626,0.013893537,Overexpressed
57414,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],19,6,0.001163626,0.013932674,Overexpressed
5638,PRRG1,proline rich and Gla domain 1 [Source:HGNC Symbol;Acc:HGNC:9469],19,6,0.001163626,0.013972032,Overexpressed
55741,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877],19,6,0.001163626,0.014011613,Overexpressed
55733,HHAT,hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270],19,6,0.001163626,0.014051418,Overexpressed
55624,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]",19,6,0.001163626,0.014091451,Overexpressed
55332,DRAM1,DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645],19,6,0.001163626,0.014131712,Overexpressed
54453,RIN2,Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750],19,6,0.001163626,0.014172204,Overexpressed
53349,ZFYVE1,zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180],19,6,0.001163626,0.014212929,Overexpressed
51778,MYOZ2,myozenin 2 [Source:HGNC Symbol;Acc:HGNC:1330],19,6,0.001163626,0.014253888,Overexpressed
51393,TRPV2,transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082],19,6,0.001163626,0.014295084,Overexpressed
51313,FAM198B,family with sequence similarity 198 member B [Source:HGNC Symbol;Acc:HGNC:25312],19,6,0.001163626,0.014336519,Overexpressed
3781,KCNN2,potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291],19,6,0.001163626,0.014378195,Overexpressed
351,APP,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620],19,6,0.001163626,0.014420114,Overexpressed
3486,IGFBP3,insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472],19,6,0.001163626,0.014462278,Overexpressed
3431,SP110,SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401],19,6,0.001163626,0.01450469,Overexpressed
3429,IFI27,interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397],19,6,0.001163626,0.014547351,Overexpressed
316,AOX1,aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553],19,6,0.001163626,0.014590263,Overexpressed
29995,LMCD1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633],19,6,0.001163626,0.01463343,Overexpressed
2852,GPER1,G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485],19,6,0.001163626,0.014676852,Overexpressed
2817,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449],19,6,0.001163626,0.014720533,Overexpressed
2760,GM2A,GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367],19,6,0.001163626,0.014764475,Overexpressed
85461,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]",13,5,0.001116149,0.014778383,Overexpressed
27242,TNFRSF21,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469],19,6,0.001163626,0.01480868,Overexpressed
83895,KRTAP1-5,keratin associated protein 1-5 [Source:HGNC Symbol;Acc:HGNC:16777],13,5,0.001116149,0.014825003,Overexpressed
26137,ZBTB20,zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503],19,6,0.001163626,0.014853151,Overexpressed
8344,HIST1H2BE,histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753],13,5,0.001116149,0.014871917,Overexpressed
23382,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204],19,6,0.001163626,0.014897889,Overexpressed
51030,TVP23B,trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399],13,5,0.001116149,0.01491913,Overexpressed
23313,KIAA0930,KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314],19,6,0.001163626,0.014942898,Overexpressed
22998,LIMCH1,LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191],19,6,0.001163626,0.014988179,Overexpressed
22990,PCNX1,pecanex homolog 1 [Source:HGNC Symbol;Acc:HGNC:19740],19,6,0.001163626,0.015033736,Overexpressed
22936,ELL2,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064],19,6,0.001163626,0.015079571,Overexpressed
2273,FHL1,four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702],19,6,0.001163626,0.015125686,Overexpressed
2055,CLN8,"CLN8, transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079]",19,6,0.001163626,0.015172084,Overexpressed
2720,GLB1,galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298],8,4,0.001145931,0.015216074,Overexpressed
154743,BMT2,base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475],19,6,0.001163626,0.015218767,Overexpressed
1490,CTGF,connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500],19,6,0.001163626,0.015265738,Overexpressed
11337,GABARAP,GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067],19,6,0.001163626,0.015313001,Overexpressed
10904,BLCAP,bladder cancer associated protein [Source:HGNC Symbol;Acc:HGNC:1055],19,6,0.001163626,0.015360557,Overexpressed
10486,CAP2,cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039],19,6,0.001163626,0.015408409,Overexpressed
10335,MRVI1,murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237],19,6,0.001163626,0.01545656,Overexpressed
9734,HDAC9,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],20,6,0.001568256,0.017027465,Overexpressed
9670,IPO13,importin 13 [Source:HGNC Symbol;Acc:HGNC:16853],20,6,0.001568256,0.017068201,Overexpressed
9114,ATP6V0D1,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724],20,6,0.001568256,0.017109132,Overexpressed
8795,TNFRSF10B,TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905],20,6,0.001568256,0.017150259,Overexpressed
80232,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208],20,6,0.001568256,0.017191585,Overexpressed
7905,REEP5,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077],20,6,0.001568256,0.017233111,Overexpressed
7763,ZFAND5,zinc finger AN1-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13008],20,6,0.001568256,0.017274838,Overexpressed
7474,WNT5A,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],20,6,0.001568256,0.017316767,Overexpressed
7328,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484],20,6,0.001568256,0.0173589,Overexpressed
7169,TPM2,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011],20,6,0.001568256,0.017401239,Overexpressed
6892,TAPBP,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566],20,6,0.001568256,0.017443785,Overexpressed
91775,NXPE3,neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238],14,5,0.001640363,0.017452066,Overexpressed
64750,SMURF2,SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809],20,6,0.001568256,0.017486539,Overexpressed
