Data_id,Study_name,Project_name,Sample_id,Sample_title,Cell_line_raw,Tissue_type,Cell_type_name,Cell_type,Cell_type_id,Stage,Treatment,Sene_type,Growth_arrest,SA-beta-gal,LMNB1,pRb/pRb,CCK-8,p16/p21/p53/p-p53,SASP,MKi67,BrdU/EdU_stain,SAHFs_stain,SASP_associated_genes
SRR8835864,GSE129182,PRJNA530404,GSM3702048,P2T2-2-2,PZT-2,Tumor,Pancreatic ductal adenocarcinoma cell (KD of three H2A.Z isoforms),PZT-2,PZT-2,Sene,KD of three H2A.Z isoforms,GMIS,1,1,0,0,0,1,1,1,1,0,0
SRR8835865,GSE129182,PRJNA530404,GSM3702048,P2T2-2-2,PZT-2,Tumor,Pancreatic ductal adenocarcinoma cell (KD of three H2A.Z isoforms),PZT-2,PZT-2,Sene,KD of three H2A.Z isoforms,GMIS,1,1,0,0,0,1,1,1,1,0,0
SRR8835862,GSE129182,PRJNA530404,GSM3702048,P2T2-2-2,PZT-2,Tumor,Pancreatic ductal adenocarcinoma cell (KD of three H2A.Z isoforms),PZT-2,PZT-2,Sene,KD of three H2A.Z isoforms,GMIS,1,1,0,0,0,1,1,1,1,0,0
ERR5023224,E-MTAB-9970,PRJEB42249,ERS5494272,PC9_Ali14_batch2,PC-9,Tumor,Non-small cell lung carcinoma,PC-9,PC-9,Sene,alisertib,CIS,1,1,0,1,0,1,0,0,0,0,0
ERR5023223,E-MTAB-9970,PRJEB42249,ERS5494271,PC9_Ali7_batch3,PC-9,Tumor,Non-small cell lung carcinoma,PC-9,PC-9,Sene,alisertib,CIS,1,1,0,1,0,1,0,0,0,0,0
ERR5023225,E-MTAB-9970,PRJEB42249,ERS5494273,PC9_Eto7_batch3,PC-9,Tumor,Non-small cell lung carcinoma,PC-9,PC-9,Sene,etoposide,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023226,E-MTAB-9970,PRJEB42249,ERS5494274,PC9_P_batch2,PC-9,Tumor,Non-small cell lung carcinoma,PC-9,PC-9,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023227,E-MTAB-9970,PRJEB42249,ERS5494275,PC9_P_batch3,PC-9,Tumor,Non-small cell lung carcinoma,PC-9,PC-9,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835850,GSE129182,PRJNA530404,GSM3702045,PWT-W1,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,EV,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835851,GSE129182,PRJNA530404,GSM3702045,PWT-W1,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,EV,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835852,GSE129182,PRJNA530404,GSM3702045,PWT-W1,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835853,GSE129182,PRJNA530404,GSM3702045,PWT-W1,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835854,GSE129182,PRJNA530404,GSM3702046,PWT-W2,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835855,GSE129182,PRJNA530404,GSM3702046,PWT-W2,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835856,GSE129182,PRJNA530404,GSM3702046,PWT-W2,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8835857,GSE129182,PRJNA530404,GSM3702046,PWT-W2,PANC-1,Tumor,Pancreatic cancer cell,PANC-1,PANC-1,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023220,E-MTAB-9970,PRJEB42249,ERS5494268,H358_Ali7_batch3,NCI-H358,Tumor,Non-small cell lung carcinoma,NCI-H358,NCI-H358,Sene,alisertib,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023221,E-MTAB-9970,PRJEB42249,ERS5494269,H358_Eto7_batch3,NCI-H358,Tumor,Non-small cell lung carcinoma,NCI-H358,NCI-H358,Sene,etoposide,CIS,1,1,1,1,0,1,0,0,0,0,0
ERR5023222,E-MTAB-9970,PRJEB42249,ERS5494270,H358_P_batch3,NCI-H358,Tumor,Non-small cell lung carcinoma,NCI-H358,NCI-H358,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5683169,GSE100027,PRJNA390528,GSM2668081,dCas9 3a3l delta_1,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Sene,dCas9 3a3l delta,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR5683170,GSE100027,PRJNA390528,GSM2668082,dCas9 3a3l delta_2,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Sene,dCas9 3a3l delta,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR5683171,GSE100027,PRJNA390528,GSM2668083,dCas9 3a3l delta_3,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Sene,dCas9 3a3l delta,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR5683172,GSE100027,PRJNA390528,GSM2668084,dCas9 3a3l_1,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5683173,GSE100027,PRJNA390528,GSM2668085,dCas9 3a3l_2,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5683174,GSE100027,PRJNA390528,GSM2668086,dCas9 3a3l_3,NA,Normal,Myoepithelial,Myoepithelial,Myoepithelial,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5878077,GSE102004,PRJNA396193,GSM2720316,ATF6-/- hMSC late passage-1 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,passages: p10+CRISPR/Cas9-mediated inactivation of ATF6,RS+GM,1,1,1,0,0,1,0,1,0,0,0
SRR5878078,GSE102004,PRJNA396193,GSM2720317,ATF6-/- hMSC late passage-2 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,passages: p10+CRISPR/Cas9-mediated inactivation of ATF6,RS+GM,1,1,1,0,0,1,0,1,0,0,0
SRR5878079,GSE102004,PRJNA396193,GSM2720318,ATF6+/+ hMSC late passage-1 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,passages: p10,RS,1,0,1,0,0,0,0,0,0,0,0
SRR5878080,GSE102004,PRJNA396193,GSM2720319,ATF6+/+ hMSC late passage-2 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,passages: p10,RS,1,0,1,0,0,0,0,0,0,0,0
SRR5878103,GSE102004,PRJNA396193,GSM2720342,ATF6+/+ hMSC vehicle-1 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5878104,GSE102004,PRJNA396193,GSM2720343,ATF6+/+ hMSC vehicle-2 RNA-seq,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680318,GSE110268,PRJNA433339,GSM2983812,FOXD1_1,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,FOXD1 Knockdown,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR6680319,GSE110268,PRJNA433339,GSM2983813,FOXD1_2,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,FOXD1 Knockdown,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR6680320,GSE110268,PRJNA433339,GSM2983814,FOXD1_3,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,FOXD1 Knockdown,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR6680312,GSE110268,PRJNA433339,GSM2983806,hMSC_YAP_1,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,YAP KO,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR6680313,GSE110268,PRJNA433339,GSM2983807,hMSC_YAP_2,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,YAP KO,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR6680314,GSE110268,PRJNA433339,GSM2983808,hMSC_YAP_3,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,YAP KO,GMIS,0,1,0,0,0,1,0,0,0,0,0
SRR8360404,GSE124208,PRJNA510990,GSM3525721,ERCC6 mut MSC RS rep1,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,ERCC6 mut MSC upon replicative stress,RS,1,1,0,0,0,0,1,1,0,0,0
SRR8360405,GSE124208,PRJNA510990,GSM3525722,ERCC6 mut MSC RS rep2,MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,ERCC6 mut MSC upon replicative stress,RS,1,1,0,0,0,0,1,1,0,0,0
SRR5494717,GSE98440,PRJNA385098,GSM2595528,MSC_A_RNA-Seq (senescent),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,senescent (replicative),RS,0,1,1,0,0,1,1,0,0,0,0
SRR5494718,GSE98440,PRJNA385098,GSM2595529,MSC_B_RNA-Seq (senescent),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,senescent (replicative),RS,0,1,1,0,0,1,1,0,0,0,0
SRR5494719,GSE98440,PRJNA385098,GSM2595530,MSC_C_RNA-Seq (senescent),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,senescent (replicative),RS,0,1,1,0,0,1,1,0,0,0,0
SRR5494720,GSE98440,PRJNA385098,GSM2595531,MSC_D_RNA-Seq (senescent),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Sene,senescent (replicative),RS,0,1,1,0,0,1,1,0,0,0,0
SRR5494706,GSE98440,PRJNA385098,GSM2595517,MSC_A_RNA-Seq (proliferating),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5494707,GSE98440,PRJNA385098,GSM2595518,MSC_B_RNA-Seq (proliferating),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5494708,GSE98440,PRJNA385098,GSM2595519,MSC_C_RNA-Seq (proliferating),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR5494709,GSE98440,PRJNA385098,GSM2595520,MSC_D_RNA-Seq (proliferating),MSC,Normal,Mesenchymal stromal cells,Mesenchymal stromal cell,MSC,Pro,RS,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867840,GSE178514,PRJNA739464,GSM5393148,MSC_P12_REP1 [P12393],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Sene,Expansion in vitro to passage 12,RS,0,1,0,0,0,1,1,0,1,0,0
SRR14867841,GSE178514,PRJNA739464,GSM5393149,MSC_P12_REP2 [P12411],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Sene,Expansion in vitro to passage 12,RS,0,1,0,0,0,1,1,0,1,0,0
SRR14867842,GSE178514,PRJNA739464,GSM5393150,MSC_P12_REP3 [P12413],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Sene,Expansion in vitro to passage 12,RS,0,1,0,0,0,1,1,0,1,0,0
SRR14867834,GSE178514,PRJNA739464,GSM5393142,MSC_P4_REP1 [P4393],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867835,GSE178514,PRJNA739464,GSM5393143,MSC_P4_REP2 [P4411],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867836,GSE178514,PRJNA739464,GSM5393144,MSC_P4_REP3 [P4413],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867837,GSE178514,PRJNA739464,GSM5393145,MSC_P6_REP1 [P6393],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867838,GSE178514,PRJNA739464,GSM5393146,MSC_P6_REP2 [P6411],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR14867839,GSE178514,PRJNA739464,GSM5393147,MSC_P6_REP3 [P6413],NA,Normal,Bone marrow-derived mesenchymal stem cells,Mesenchymal stem cell,BM-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR10806365,GSE142761,PRJNA598214,GSM4239816,Ctrl-A1,NA,Normal,Human adipose-derived mesenchymal stem cells,Mesenchymal stem cell,hA-MSC,Sene,Replicative,RS,0,1,0,0,0,1,0,0,0,0,0
SRR10806366,GSE142761,PRJNA598214,GSM4239817,Ctrl-A2,NA,Normal,Human adipose-derived mesenchymal stem cells,Mesenchymal stem cell,hA-MSC,Sene,Replicative,RS,0,1,0,0,0,1,0,0,0,0,0
SRR10806367,GSE142761,PRJNA598214,GSM4239818,Ctrl-A3,NA,Normal,Human adipose-derived mesenchymal stem cells,Mesenchymal stem cell,hA-MSC,Sene,Replicative,RS,0,1,0,0,0,1,0,0,0,0,0
SRR10806377,GSE142761,PRJNA598214,GSM4239828,Ctrl-Y1,NA,Normal,Human adipose-derived mesenchymal stem cells,Mesenchymal stem cell,hA-MSC,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR10806378,GSE142761,PRJNA598214,GSM4239829,Ctrl-Y2,NA,Normal,Human adipose-derived mesenchymal stem cells,Mesenchymal stem cell,hA-MSC,Pro,Gene Editing,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680309,GSE110268,PRJNA433339,GSM2983803,hMSC_WT_1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680310,GSE110268,PRJNA433339,GSM2983804,hMSC_WT_2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680311,GSE110268,PRJNA433339,GSM2983805,hMSC_WT_3,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680315,GSE110268,PRJNA433339,GSM2983809,hMSC_TAZ_1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680316,GSE110268,PRJNA433339,GSM2983810,hMSC_TAZ_2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR6680317,GSE110268,PRJNA433339,GSM2983811,hMSC_TAZ_3,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8203902,GSE122654,PRJNA505881,GSM3477314,RNA_seq_MSC_WT_rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8203903,GSE122654,PRJNA505881,GSM3477315,RNA_seq_MSC_WT_rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8203904,GSE122654,PRJNA505881,GSM3477316,RNA_seq_MSC_KO_rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,DNA damage,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8203905,GSE122654,PRJNA505881,GSM3477317,RNA_seq_MSC_KO_rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,DNA damage,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8360396,GSE124208,PRJNA510990,GSM3525713,ERCC6 mut MSC Ctrl rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,Chemotherapy,NA,0,0,0,0,0,0,0,0,0,0,0
SRR8360397,GSE124208,PRJNA510990,GSM3525714,ERCC6 mut MSC Ctrl rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,IR,NA,0,0,0,0,0,0,0,0,0,0,0
SRR3942938,GSE84694,PRJNA330850,GSM2247750,R_WT_MSC_LP_rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Sene,passage: late,RS,1,1,1,0,0,0,0,0,0,0,0
SRR3942939,GSE84694,PRJNA330850,GSM2247751,R_WT_MSC_LP_rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Sene,passage: late,RS,1,1,1,0,0,0,0,0,0,0,0
SRR3942934,GSE84694,PRJNA330850,GSM2247746,R_WT_MSC_EP_rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR3942935,GSE84694,PRJNA330850,GSM2247747,R_WT_MSC_EP_rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR3942936,GSE84694,PRJNA330850,GSM2247748,R_AG_MSC_EP_rep1,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR3942937,GSE84694,PRJNA330850,GSM2247749,R_AG_MSC_EP_rep2,MSCs,Normal,Mesenchymal stem cells,Mesenchymal stem cell,MSCs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR24005270,GSE228470,PRJNA950004,GSM7122460,"Human melanocyte, UV-irradiated, 1","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Sene,UV,IRIS,0,1,0,0,0,1,1,0,0,0,0
SRR24005269,GSE228470,PRJNA950004,GSM7122461,"Human melanocyte, UV-irradiated, 2","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Sene,UV,IRIS,0,1,0,0,0,1,1,0,0,0,0
SRR24005268,GSE228470,PRJNA950004,GSM7122462,"Human melanocyte, UV-irradiated, 3","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Sene,UV,IRIS,0,1,0,0,0,1,1,0,0,0,0
SRR24005271,GSE228470,PRJNA950004,GSM7122459,"Human melanocyte, sham-irradiated, 3","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR24005272,GSE228470,PRJNA950004,GSM7122458,"Human melanocyte, sham-irradiated, 2","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR24005273,GSE228470,PRJNA950004,GSM7122457,"Human melanocyte, sham-irradiated, 1","Primary normal human melanocytes (HEMn-MP, Gibco, C1025C)",Normal,Melanocyte,Melanocytes,HEMn-MP,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805256,E-MTAB-5403,PRJEB19157,ERS1510195,M25,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805257,E-MTAB-5403,PRJEB19157,ERS1510196,M26,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805258,E-MTAB-5403,PRJEB19157,ERS1510197,M27,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805259,E-MTAB-5403,PRJEB19157,ERS1510198,M28,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805260,E-MTAB-5403,PRJEB19157,ERS1510199,M29,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805262,E-MTAB-5403,PRJEB19157,ERS1510201,M30,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Sene,Ionizing Radiation,IRIS,0,1,0,0,0,1,1,0,1,0,0
ERR1805242,E-MTAB-5403,PRJEB19157,ERS1510181,M1,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805250,E-MTAB-5403,PRJEB19157,ERS1510189,M2,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805261,E-MTAB-5403,PRJEB19157,ERS1510200,M3,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805263,E-MTAB-5403,PRJEB19157,ERS1510202,M4,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805264,E-MTAB-5403,PRJEB19157,ERS1510203,M5,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR1805265,E-MTAB-5403,PRJEB19157,ERS1510204,M6,NA,Normal,Primary epidermal melanocytes,Melanocytes,PEMs,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023216,E-MTAB-9970,PRJEB42249,ERS5494264,MDAMB231_Ali14_batch2,MDAMB231,Tumor,Triple-negative breast cancer,MDAMB231,MDAMB231,Sene,alisertib,CIS,1,1,0,0,0,1,0,0,0,0,0
ERR5023215,E-MTAB-9970,PRJEB42249,ERS5494263,MDAMB231_Ali7_batch3,MDAMB231,Tumor,Triple-negative breast cancer,MDAMB231,MDAMB231,Sene,alisertib,CIS,1,1,0,0,0,1,0,0,0,0,0
ERR5023217,E-MTAB-9970,PRJEB42249,ERS5494265,MDAMB231_Eto7_batch3,MDAMB231,Tumor,Triple-negative breast cancer,MDAMB231,MDAMB231,Sene,etoposide,CIS,1,1,1,1,0,0,0,0,0,0,0
ERR5023218,E-MTAB-9970,PRJEB42249,ERS5494266,MDAMB231_P_batch2,MDAMB231,Tumor,Triple-negative breast cancer,MDAMB231,MDAMB231,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023219,E-MTAB-9970,PRJEB42249,ERS5494267,MDAMB231_P_batch3,MDAMB231,Tumor,Triple-negative breast cancer,MDAMB231,MDAMB231,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544495,GSE60340,PRJNA258058,GSM1473796,5-aza 1,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Sene,5-aza,CIS,1,1,0,0,0,0,1,0,1,0,0
SRR1544496,GSE60340,PRJNA258058,GSM1473798,5-aza 2,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Sene,5-aza,CIS,1,1,0,0,0,0,1,0,1,0,0
SRR1544497,GSE60340,PRJNA258058,GSM1473800,5-aza 3,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Sene,5-aza,CIS,1,1,0,0,0,0,1,0,1,0,0
SRR1544483,GSE60340,PRJNA258058,GSM1473770,LLP 1,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544484,GSE60340,PRJNA258058,GSM1473772,LLP 2,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Pro,Oxidation,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544485,GSE60340,PRJNA258058,GSM1473774,LLP 3,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Pro,Oxidation,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544501,GSE60340,PRJNA258058,GSM1473810,Qui 1,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544502,GSE60340,PRJNA258058,GSM1473812,Qui 2,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR1544503,GSE60340,PRJNA258058,GSM1473815,Qui 3,MDAH041,Tumor,LFS fibroblasts,MDAH041,MDAH041,Quie,None,NA,0,0,0,0,0,0,0,0,0,0,0
ERR5023212,E-MTAB-9970,PRJEB42249,ERS5494260,MCF7_Ali7_batch3,MCF-7,Tumor,Estrogen-receptor positive breast cancer,MCF-7,MCF-7,Sene,alisertib,CIS,1,1,1,1,0,0,0,0,0,0,0
ERR5023213,E-MTAB-9970,PRJEB42249,ERS5494261,MCF7_Eto7_batch3,MCF-7,Tumor,Estrogen-receptor positive breast cancer,MCF-7,MCF-7,Sene,etoposide,CIS,1,1,1,1,0,0,0,0,0,0,0
ERR5023214,E-MTAB-9970,PRJEB42249,ERS5494262,MCF7_P_batch3,MCF-7,Tumor,Estrogen-receptor positive breast cancer,MCF-7,MCF-7,Pro,None,NA,0,0,0,0,0,0,0,0,0,0,0
SRR2891503,GSE74620,PRJNA301012,GSM1924568,"CDK4-inhibitor-treated, rep1",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,CDK4 inhibitor PD0332991,CIS,0,1,0,0,0,0,0,0,1,1,0
SRR2891504,GSE74620,PRJNA301012,GSM1924569,"CDK4-inhibitor-treated, rep2",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,CDK4 inhibitor PD0332991,CIS,0,1,0,0,0,0,0,0,1,1,0
SRR2891505,GSE74620,PRJNA301012,GSM1924570,"CDK4-inhibitor-treated, rep3",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,CDK4 inhibitor PD0332991,CIS,0,1,0,0,0,0,0,0,1,1,0
SRR2891500,GSE74620,PRJNA301012,GSM1924565,"Doxorubicin-treated, rep1",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,Doxorubicin,CIS,0,1,0,1,0,1,0,0,0,1,0
SRR2891501,GSE74620,PRJNA301012,GSM1924566,"Doxorubicin-treated, rep2",LS8817,Tumor,Dedifferentiated liposarcoma cells,LS8817,LS8817,Sene,Doxorubicin,CIS,0,1,0,1,0,1,0,0,0,1,0
