	group	fc	deltaMean	pvalue	padj
620	LTBP3	1.078000918780842	0.023027614137617558	0.015532589566231129	0.0215350445144792
621	RPS28	2.0560691138056946	0.31177520002939124	1.3778231136455797e-08	3.258034299361534e-08
622	UBE3C	1.1998030530793298	0.05898632582464908	0.00011441757641018662	0.00018625936078202487
623	CUL1	1.026134310685312	0.007715432479774742	0.981371584415508	0.9846633968579919
624	RTCB	1.18586764315244	0.05487228143053663	3.3761969871831085e-05	5.762652917495848e-05
625	GTF2H3	1.518927475346279	0.15319898604344612	7.640148470168378e-14	2.977666985197545e-13
626	PPP2R1A	1.6841521640536379	0.20197700605948132	5.1629732231111526e-55	3.9854822331951575e-53
627	FAM50A	1.262747219856173	0.07756885033084765	2.01557558348934e-09	5.203098566655869e-09
628	MRPS33	1.1934061595447436	0.057097819916048786	0.00033914855500494386	0.0005360518442053042
629	CDC23	1.9446716702861722	0.27888818555085587	6.603482168371765e-10	1.8038964416568076e-09
630	HSD17B10	0.9924623009774866	-0.00222529717968617	0.7758660864271163	0.8122889777846668
631	GLE1	1.7590207407541623	0.22407988282348873	4.5128396772846693e-26	5.346151162248621e-25
632	COX11	1.6591322463840112	0.1945905672988057	3.5306060965890755e-25	3.8578723238071496e-24
633	SLC35B1	1.1423540747006669	0.042026103722379304	0.06157638616244396	0.07964988761444777
634	EXOSC3	2.0799700388115228	0.3188312871520666	3.4917372549195463e-28	5.0640771218318024e-27
635	NOL10	2.0286273398398977	0.3036737751742356	2.2062213785230248e-08	5.125716270685047e-08
636	POP4	2.171105883271279	0.34573662484714845	5.2207464329726895e-23	5.017367957471344e-22
637	PSMA1	2.2360159644573514	0.36489953121488	5.633156900983834e-10	1.5476629694666263e-09
638	CNOT9	1.747974109837139	0.22081867054222565	1.2105047505834732e-08	2.8680572951943083e-08
639	TOMM22	1.2298064726075342	0.0678440056892387	1.1969084612087508e-07	2.5873549662805245e-07
640	EEF1G	1.4200185735909132	0.12399886814743094	2.0054257788060895e-10	5.740411350099249e-10
641	PRELID1	1.5736780694074015	0.16936258480036914	1.5255086841233188e-13	5.803723817340384e-13
642	TELO2	1.2982507551797773	0.08805028727712672	4.02379126870236e-06	7.475879274848406e-06
643	SSRP1	2.009764928386942	0.29810516983685437	2.719934295549011e-06	5.1616199597531986e-06
644	TRAPPC8	1.8886582081390542	0.26235175991643517	1.4013649646750725e-14	5.852471833276524e-14
645	TSFM	1.092404288983963	0.027279810861743747	0.06456122345836651	0.08328571845599518
646	SFSWAP	1.8192429761707563	0.24185883237117928	1.6851694633575452e-12	5.819062807813285e-12
647	FAM136A	1.044576316926453	0.013159924804765633	0.14122421644746383	0.17429063948364154
648	PSMD3	2.085732676517539	0.3205325465677649	1.462404428960042e-06	2.8497832235353257e-06
649	SMAGP	1.024348453139769	0.00718820742773324	0.6624650031331898	0.7092969809833214
650	CDK2	0.9937173219514137	-0.0018547869450130094	0.884707888717984	0.9036918504258478
651	RPL34	2.001654353413029	0.29571074687552673	7.99214770253841e-14	3.104741794184158e-13
652	TSEN54	1.3061339039184037	0.09037756893200799	1.6334303614726524e-09	4.239478150763619e-09
653	EIF3G	1.7564336627670212	0.2233161195939915	6.0673436894921025e-05	0.00010153254160108112
654	NDUFS3	0.9392502483612848	-0.017934684123695588	0.22292538637459702	0.2668636566255181
655	ORC5	1.391802622933157	0.11566888903399963	5.788392987637596e-14	2.281980958717754e-13
656	CCT3	1.9996026030220042	0.29510502431418145	1.9344941516731357e-26	2.338002275229199e-25
657	ELL	1.7952842152928574	0.23478567080673868	6.074522882855756e-51	3.928738718560493e-49
658	CCDC174	1.7808381460033478	0.23052086835820879	1.9145146897045873e-11	5.942196695801657e-11
659	THOC6	0.9381134232204447	-0.01827030030738136	0.035206946937012214	0.04675373142079369
660	YBX1	1.5595691341284528	0.16519731184494274	2.2050344340093134e-06	4.2145746011056605e-06
661	ABHD11	1.2246664482769158	0.06632655565411788	0.004306871246932828	0.006257645958658323
662	VPS41	1.057847316940032	0.01707782054637419	0.06166797757864874	0.07972526760978198
663	PSMC6	2.253278918485734	0.36999594098100014	7.297046906145908e-10	1.984299232546268e-09
664	TFRC	0.9397949494089216	-0.01777387620320714	0.004361857866054103	0.006333692884385599
665	CYREN	1.3797305005366751	0.11210492875361694	3.4787029546470304e-06	6.498466955870682e-06
666	CCT2	1.9420535047541114	0.2781152445834539	1.368777308892291e-23	1.387916991601378e-22
667	POLR2A	1.8015261736271573	0.23662843638222125	0.012086756034827211	0.016865077079499427
668	RPP40	2.1158085837902947	0.32941162643426897	4.843301507274754e-11	1.4597003157315473e-10
669	SRA1	1.377386791724589	0.111413013542627	5.754504148498431e-15	2.517464063502147e-14
670	TADA2A	1.1823889687704399	0.05384529902275004	2.4792551583621628e-05	4.27747483342513e-05
671	TPP2	1.6329179982785194	0.18685153550640965	0.05162972983426444	0.06743992548766092
672	ZDHHC7	1.4048215402079367	0.1195123643183808	5.999182574380326e-35	1.4356043900492118e-33
673	XPO5	1.1502016673606994	0.04434288842836681	0.00016870505056359092	0.00027240970715160126
674	POLR2K	1.9253289778471134	0.27317779053460306	1.4250075743143943e-09	3.730900574764054e-09
675	MRPS28	1.0352632748994706	0.010410506700508082	0.6267798820215875	0.6765377797373293
676	SRP72	1.4439691588206927	0.1310696160778636	4.4379848900093604e-26	5.283630767060895e-25
677	RBX1	2.1556454573232275	0.34117236164743875	2.4011632090560326e-25	2.685039046388358e-24
678	RRP15	2.150459878002299	0.339641462761262	2.7786420180279793e-12	9.338890939804711e-12
679	SETX	1.1194028610539286	0.03525039261400037	0.014334671420465675	0.019897255631771672
680	AQR	2.0603484628679625	0.3130385594936939	6.278123561365773e-10	1.7169771065540906e-09
681	EHMT2	1.4252831509070143	0.12555308900697554	6.958433673363358e-27	8.810334275321966e-26
682	HNRNPH1	1.1913665192112686	0.05649567251428872	7.254366463255773e-05	0.00012062229124863575
683	TFPT	1.7255717477236652	0.2142049926704342	4.7534920951724864e-05	8.016283709476927e-05
684	CD2BP2	1.1642792429918714	0.04849890331504503	0.013770770058065153	0.019157456868263173
685	HMBOX1	1.7512341456934173	0.22178110597178896	2.0950110904335647e-08	4.8863172898708774e-08
686	EIF5A	1.834741165631315	0.24643424420359855	3.830716736272584e-23	3.741593938734813e-22
687	ING3	1.17416933109107	0.05141867831378932	0.0010581262082078149	0.0016076800103119373
688	ANKRD39	1.3371924775177455	0.09954675385558487	0.0013137600054006228	0.0019760073494177817
689	RIOK2	2.2633147626331915	0.37295874642207755	6.65883462912299e-09	1.624321230121439e-08
690	NCAPD2	1.4281246633247155	0.12639196696565602	5.3654005288122693e-11	1.6109665577726174e-10
691	INTS6	1.42881078398227	0.12659452511498248	0.0003135845638680647	0.0004966299545574314
692	NHLRC2	1.052754701802805	0.015574366764490533	0.06805997247654018	0.08751612796150492
693	CHEK1	1.8110601477289798	0.23944307857165054	3.3305991466025444e-15	1.4925325389175823e-14
694	LAMTOR3	1.4748716037913792	0.1401927083416013	4.359742050953792e-07	8.916976690540533e-07
695	IFITM2	1.127366986989327	0.03760158054678653	0.42586550149548286	0.47934908046975094
696	RPL26L1	1.2800446083255668	0.08267542591338428	3.639488344287109e-05	6.194378099487234e-05
697	MIS12	1.6189350864944825	0.18272346750264873	2.05838033229613e-07	4.336007161254084e-07
698	PPAN	2.095137868825934	0.3233091694941734	1.988548017703275e-12	6.807718750163e-12
699	USP5	1.4952376418541655	0.14620521785241314	6.780548046809905e-13	2.4436523307253166e-12
700	LPIN1	1.580897368813339	0.1714938832986721	2.7394810975069674e-08	6.297385462376727e-08
701	USPL1	1.4241361018180496	0.12521445448535157	5.1872014639053066e-05	8.729235656206329e-05
702	NUMA1	1.9661172062386347	0.285219386959845	0.0005050212382981352	0.0007867941557600504
703	MIS18A	1.24727126481427	0.07300000259563877	0.0008509660275488615	0.0012995288474310308
704	TUBB	1.2655567770219205	0.0783982943851182	8.091407597463354e-16	3.89225286978335e-15
705	HDAC3	1.3648895218753043	0.10772354023434988	1.738598722425677e-06	3.3715289649632457e-06
706	RBM19	2.250637539466038	0.36921614687334786	1.6109006742510342e-09	4.19009273204644e-09
707	SETDB1	1.0541726328697156	0.015992971698802927	0.028844025315315505	0.03884285457487339
708	ALYREF	1.4013239859097901	0.11847980813748016	2.5694571805416132e-05	4.426717806361469e-05
709	SLC25A10	1.051597881171389	0.01523284746519199	0.23312969243332593	0.2774139005434853
710	UBR4	1.3231574716192382	0.09540330650520068	3.1707154136570356e-07	6.586390611876116e-07
711	ZNF143	1.6464620638426186	0.19085004630012192	7.75417909901974e-11	2.2880087033235804e-10
712	GLMN	1.2065414525249532	0.06097565190906262	0.4903657518560526	0.5440172666627417
713	IPO11	1.6072977763453782	0.1792878735134767	7.184791788995843e-21	5.600393078523469e-20
714	PRPF18	1.5654925147149714	0.16694602615072995	4.2474504716489586e-13	1.5613132071668138e-12
715	MCM6	1.991088330588044	0.29259142084211637	4.878412145431112e-55	3.891346754672217e-53
716	TIPIN	2.057157772007822	0.31209659625648917	1.3820991957075292e-16	7.158795184692895e-16
717	PKM	0.9575345587128277	-0.012536747148994332	0.3986513680991277	0.4527635139350796
718	PIK3C3	1.2783019734911187	0.08216096117146005	5.549172854639605e-06	1.0230485856049749e-05
719	NAA30	1.0185345279691698	0.005471806806482793	0.5736898612028263	0.6262955464682314
720	EIF3M	1.3809979012183227	0.112479093754631	9.55674523526964e-10	2.5580862805369405e-09
721	CDC26	1.8030984309830465	0.2370926018854273	9.69614569481515e-10	2.5867198046480105e-09
722	PI4KA	1.464528597102465	0.13713922165480585	1.822167395850872e-11	5.6924890055758967e-11
723	MLST8	1.1018406237285823	0.030065627731196587	0.05145055039472784	0.06724258170102879
724	TADA2B	1.3945722988888445	0.11648655926392354	6.028178484600763e-10	1.650506992408424e-09
725	WBP11	1.351058133476853	0.1036402053197708	1.4502161826611008e-11	4.5722889658867115e-11
726	SIN3A	1.4207078610011294	0.12420236119290357	6.084354734920104e-16	2.9593213172080914e-15
727	GRWD1	1.8380493894854786	0.2474109058068879	7.263868293858052e-26	8.479237476684058e-25
728	EIF3L	0.9298587131362145	-0.020707275173942052	0.1051448208463073	0.13228788448223627
729	SRP14	1.0877733857485927	0.025912664750140035	0.028962113838194137	0.03897994286546601
730	DPM2	1.0953175941978552	0.0281398836580542	0.037504704995118474	0.04963980036134873
731	POLR2G	1.9614907343153227	0.2838535490705775	5.7662167868708495e-06	1.0581715315170202e-05
732	TADA3	1.5916271603615515	0.17466155751855567	3.717566927181214e-15	1.6566364351479785e-14
733	GAR1	1.7705570516457887	0.2274856595750469	2.984541620137678e-08	6.82792361088859e-08
734	SOD1	1.7799922075032932	0.23027112841068148	8.32429829085419e-08	1.8359489225819425e-07
735	UROD	0.9563045563445123	-0.012899871332255619	0.11073845622131466	0.13881462846391093
736	HEXIM1	1.1047238856934292	0.030916831089078944	0.12770825628382604	0.15834500377574906
737	CRCP	1.0495962227814324	0.014641913181856703	0.17776895525113823	0.2168201375718521
738	NOP14	2.0726700879278974	0.3166761785354106	2.30014990095819e-16	1.1563568724775103e-15
739	RRS1	2.1688037730454846	0.3450569904683431	1.3030636904905488e-30	2.2760813221488198e-29
740	YBX3	1.3833422245960088	0.11317119039911838	1.6445060949216417e-05	2.8766835417744797e-05
741	LSM4	1.840937797061197	0.24826362826407716	1.7682730059405205e-30	3.0224837880111897e-29
742	EGLN2	1.020972597199126	0.006191579321290885	0.4690463276171907	0.5235204580167618
743	WAC	1.258791324885397	0.07640098174186444	9.760031840948313e-08	2.1309996528639883e-07
744	NDUFS5	1.073078468413907	0.02157439679821882	0.3536005937577751	0.4048642205083042
745	UBA5	1.058968184917482	0.01740872581886782	0.2441941706425309	0.288999332516111
746	NDUFV2	1.3155725218815666	0.09316405985859288	1.7117290407634545e-07	3.6442772193478173e-07
747	SAP30BP	1.468461392552186	0.13830027074901985	3.942321681447392e-07	8.111759057354781e-07
748	EBNA1BP2	1.950219641703634	0.28052607068150154	6.660794788393865e-14	2.6172876730092803e-13
749	COPE	1.7311239282105972	0.21584412041243822	7.452589716490356e-05	0.0001237616043827996
750	DRAP1	1.1276173543742212	0.0376754945932119	0.00026512243294110345	0.00042183376464631684
751	CKAP5	1.4802725496140878	0.141787188231421	3.283710141871261e-11	9.984648499997366e-11
752	COPS4	2.109183815109476	0.32745584669068045	3.917705724415297e-22	3.498160372584256e-21
753	ANAPC15	0.991131363417898	-0.002618219686786105	0.8598485050573834	0.8819620542658888
754	CDT1	2.0540840900489328	0.31118917666147244	7.223662923685845e-44	3.2011528474778196e-42
755	MRPS12	1.1869573037712877	0.0551939735934493	0.06282689906280384	0.081135871266751
756	PPP2CB	1.254381024025409	0.07509896238078545	7.36816817655636e-08	1.6325950413425342e-07
757	NPM3	0.8450487908702936	-0.045745059286052325	0.020250168831536974	0.027690659436495988
758	RPAP1	1.9112430758446128	0.2690193175170577	1.2628817166178589e-17	7.127537612892775e-17
759	SF3A3	1.9509554390786072	0.2807432945078255	1.6945910000145608e-09	4.388697254366714e-09
760	NCOA4	1.0165406227807443	0.0048831614414831526	0.4236886018850854	0.4773478457208142
761	RPS12	1.977966597363628	0.2887175919920026	4.0683226814783714e-13	1.5000764525081267e-12
762	DLD	1.7241390715203186	0.21378203464236906	8.542859240981059e-19	5.5146638030200556e-18
763	RPF2	2.1759972872437516	0.34718067659717705	8.750827216723256e-09	2.106713232356011e-08
764	POLA1	2.0555480313465284	0.31162136484397157	1.851916491654611e-26	2.2495615048373016e-25
765	DAXX	0.9895697200239946	-0.003079251711247344	0.767200703052414	0.8073488489025623
766	PDPK1	1.2503835881696042	0.07391882999431976	0.0006394084779533803	0.0009890785311845113
767	RPL37	1.9905743331631078	0.2924396773171149	2.383485796901667e-14	9.783330209237889e-14
768	BAG6	1.2924242631323388	0.08633017663302928	5.006250623983888e-08	1.1269950840257238e-07
769	NCAPG	1.83298464342328	0.24591567959868105	4.6174634443814303e-10	1.2759341827257232e-09
770	LSG1	1.9578361745255013	0.282774641360281	2.979396227870158e-29	4.599803337608573e-28
771	ZBTB44	1.1971589991937552	0.058205742036820274	0.000676372848242612	0.0010422152130357826
772	UTP20	2.121161260856804	0.3309918563087037	1.5557585818339618e-16	7.989120786113027e-16
773	POT1	1.9228945749839248	0.27245910041318894	2.2949522945782847e-07	4.821616190452884e-07
774	SHC1	1.0060565143231048	0.0017880183596717947	0.731032454255414	0.7737110407046465
775	PAM16	1.3847565058769398	0.11358871783505586	2.5066272665303248e-11	7.690203908727008e-11
776	PEX19	1.4881626614620296	0.1441165255517613	8.193962040161624e-10	2.213109611975933e-09
777	ARPC2	1.4996686949981923	0.1475133637514457	1.5559739999763387e-14	6.475557881640658e-14
778	CCT7	2.0021960351591575	0.29587066343074436	3.8426994744288594e-27	5.0249070176547877e-26
779	COQ2	0.9723767283420955	-0.008155007029392147	0.7867512777548662	0.82285655929519
780	DYNLRB1	1.360010565651088	0.10628316333774879	5.310331225959565e-09	1.3046840476099835e-08
781	PNPT1	1.0522165519071953	0.015415492890464566	0.45144253591069483	0.5048140132870527
782	SAE1	1.29119032444769	0.08596589036123026	8.800086357878154e-09	2.1128865170027048e-08
783	CTU2	1.277956574200589	0.08205899158302382	5.520677885848782e-06	1.0185799676820457e-05
784	TRMT6	1.0693972051278204	0.02048760561914109	0.06533699031758312	0.08419570157780099
785	CPOX	1.1101131599732157	0.03250786527862998	0.1501627696523916	0.18475038960317383
786	MED17	1.9891171044351126	0.29200947083515266	0.0003729621045304796	0.0005871699448298932
787	PPP1R12A	1.4495137312603947	0.1327064977543252	1.9177480187998196e-08	4.481612313464813e-08
788	PCBP2	1.10241393863228	0.03023488310136463	0.00616946937464549	0.008856352857544486
789	DDX19B	0.9555777107250228	-0.013114452400335708	0.1620069696835591	0.1988189879991762
790	DBR1	1.1944260763277745	0.05739892214021752	2.565968061633842e-12	8.660594600126634e-12
791	GTF3C1	1.4664746352604243	0.1377137356028335	3.258383852410899e-12	1.0874912913276544e-11
792	PIAS4	1.8147532731491485	0.24053337171776618	1.0513475671634716e-28	1.5626551106970107e-27
793	EIF1AD	1.6977722718197623	0.20599796621037786	9.781298435899375e-08	2.1336961856980132e-07
794	ATP6V0D1	1.2319854437919686	0.06848728667151943	1.9844943723391265e-05	3.446222810600529e-05
795	XRCC5	1.3321059840351621	0.09804510732293908	8.948747299996198e-08	1.9700416089136065e-07
796	MYBBP1A	2.123158947592032	0.3315816180708174	9.728891842176722e-18	5.569674205341841e-17
797	RPL23A	2.019745240965954	0.3010515811180859	2.3356064669047362e-21	1.920655077423723e-20
798	NUB1	1.1696421676490165	0.05008215850721576	2.3951837194961734e-05	4.1443779036546226e-05
799	AHCTF1	1.4782816684610616	0.1411994356292426	4.278739133552701e-15	1.885639548175251e-14
800	WDR4	1.1689658544250636	0.049882495731433385	4.016191505061379e-05	6.806477529470169e-05
801	PSMD7	1.6014833109635949	0.1775713134098138	0.0006689917679236326	0.001032836968155647
802	NPEPPS	1.0849307754011666	0.025073462658071755	0.11348402147676225	0.14218181329523144
803	PDCD5	1.2589011292522287	0.0764333984445078	9.110762811870302e-09	2.1802055408805632e-08
804	RBM12	1.1913317910922008	0.05648541999754764	4.029721880346547e-05	6.824574989150239e-05
805	BCL2L1	1.0025590268752382	0.0007554819144675595	0.35013374426226573	0.4012787595879319
806	GPS1	1.9743858923117146	0.28766048785060455	1.0972754394203103e-94	4.376300210888005e-92
807	SRSF11	1.126474264574177	0.03733802894214666	0.0299048627562528	0.040180986286194806
808	SRP68	1.6102047716717152	0.18014608348998773	6.734376797937563e-19	4.415168130812216e-18
809	RPL28	1.9341419169213026	0.27577956707250467	1.6246468630579319e-12	5.634463685938595e-12
810	NBAS	1.5470987209750442	0.16151576723339522	2.7175346611575865e-15	1.238678179838115e-14
811	CLOCK	1.1110275233156974	0.032777805768580026	3.3374892312537105e-10	9.362968030938019e-10
812	TP53RK	1.4002422868583626	0.11816046640716943	2.364416578959479e-13	8.868415162147388e-13
813	WDR54	0.9347443275295327	-0.01926493263704676	0.017462958248635765	0.024085797745812904
814	ANAPC1	1.674143885559126	0.19902233861510193	2.1565976014533547e-18	1.3335240465834309e-17
815	SF3B5	1.7979005531206096	0.2355580721949891	6.812846495598834e-25	7.278188242842862e-24
816	HAUS1	1.717431816171792	0.21180190299132656	3.778995716025758e-16	1.8645642780308534e-15
817	SACM1L	1.572729218148463	0.16908246270685606	2.575870703770274e-17	1.4137749069087765e-16
818	COA5	1.1134515119214412	0.03349342136849215	0.0014406969732464598	0.0021628531097733867
819	TGS1	1.3919074399555211	0.115699833361115	2.759588235086536e-08	6.337518854666104e-08
820	DDX52	2.121632168831384	0.33113087886513565	1.0224651808320535e-17	5.825617089835961e-17
821	UBE2Z	1.026624899265175	0.007860265190645088	0.8486710190535083	0.8723667304961534
822	KIN	1.7847217363624588	0.23166739101019768	2.5286268514763854e-11	7.747764475778477e-11
823	CMC4	1.0155886987022862	0.004602132182986496	0.8808550917411735	0.9011912075829962
824	PSMD4	2.252359264304049	0.36972443851709463	1.5813622413903828e-13	6.006666418487597e-13
825	GTF3C5	1.117715825416709	0.03475234199744992	0.0047049526732550456	0.0068194741048451385
826	SNF8	0.994972107038764	-0.0014843463493281472	0.9636941057588976	0.9701808982250913
827	RCOR1	0.9682225543367817	-0.009381412019872637	0.7985692621965088	0.8326693875539196
828	UQCRH	1.0508028607787827	0.014998139680737321	0.5003477305816635	0.5535516039213688
829	MRPL27	0.982059680997811	-0.00529638304196034	0.6559774132676587	0.7042086833904644
830	COG8	1.7651179150739587	0.22587990492272264	2.0409223479635714e-07	4.3030195406844283e-07
831	AURKAIP1	1.645341128264004	0.19051912107025393	6.406979185287511e-06	1.1659240448968072e-05
832	RUVBL2	1.8887098506012678	0.26236700592522016	1.3429658120912224e-27	1.8156594284374552e-26
833	TRAPPC4	1.794327077722322	0.23450310240888644	1.1685214659846622e-09	3.0898031691727032e-09
834	RPL4	1.9843470396170946	0.29060124111481606	3.786992902908063e-25	4.119215462117725e-24
835	TTF2	1.5180560453927177	0.15294172044924265	3.485624578047126e-10	9.755672064639499e-10
836	ABCB10	1.8498873365150799	0.25090573228637	8.606110801040718e-10	2.313980128864094e-09
837	MED29	1.9818122445365483	0.2898529129675957	4.669573945470927e-13	1.7086071026776647e-12
838	INTS1	1.406591724189264	0.12003496218404347	5.108188119170019e-06	9.439300516736569e-06
839	POLG	0.9772890346300301	-0.006704784448781531	0.997344976203427	0.9977619264443147
840	NCL	2.1109991886326513	0.32799178551884706	1.1921133146036564e-12	4.213777196228286e-12
841	RPL26	2.1893175845785127	0.3511131260095363	3.2267441473759785e-25	3.542017772784732e-24
842	DDX24	2.108081358294067	0.3271303768046146	2.6785587117946496e-08	6.163260574350574e-08
843	MED28	1.9935789894595701	0.29332671899421997	2.4639434103938745e-05	4.2541245173683565e-05
844	NVL	1.9934513572451458	0.2932890391126079	2.4827531505845055e-14	1.0155945793758498e-13
845	STARD7	1.0622887818648232	0.01838904023573734	0.5156422910985863	0.5696823650041168
846	SNRNP70	1.7659290553165752	0.22611937164709478	4.380485435074252e-17	2.3662531932579423e-16
847	RNF14	0.9809465788561271	-0.005624995666209942	0.6690716164092851	0.7150908343311386
848	CLPB	0.9308221066631703	-0.020422859877966493	0.26141363871720613	0.30846293759875454
849	LARS	1.5437604166023355	0.1605302251888887	5.893629130552288e-12	1.9267014357119707e-11
850	LEO1	1.4968443677580205	0.14667955924117093	1.496134801663488e-07	3.20810983905083e-07
851	HAUS6	1.6117372448562588	0.180598503816844	2.9198742739541205e-14	1.178289905155516e-13
852	SUPT20H	1.0714263405339337	0.02108665173161367	0.03290098199423412	0.04393529570993429
853	AC118549.1	1.468747799783692	0.13838482456346746	2.9492678779699816e-10	8.33246520895179e-10
854	MRPL43	0.9949128445902322	-0.0015018419483412426	0.748104459372656	0.7876561456890843
855	MMS19	1.3483325216069486	0.10283554379257243	2.1383624189223512e-09	5.508182205038952e-09
856	COG1	1.5802788664220377	0.17131128757245895	1.3072647125402029e-14	5.47860675500649e-14
857	PDCD6	0.9666787547119324	-0.009837176164993966	0.430115245895356	0.4839049287388749
858	HEATR1	2.211743832770543	0.35773385558544696	2.035006231934581e-06	3.9020592251758424e-06
859	GIT2	1.4512984552782913	0.13323338816367702	9.539147336184615e-05	0.0001568878321339504
860	MFN2	1.1625097454202922	0.04797650809287768	0.0008897055478257997	0.0013552293927098272
861	PABPC4	1.4807954062283757	0.14194154718707575	3.2212586029308505e-13	1.1951119126842674e-12
862	GINS4	2.016796888288866	0.3001811615275121	2.510273253508662e-38	7.701389609802855e-37
863	IFITM3	1.016603199824907	0.0049016355831904	0.924016125140589	0.9377313772101057
864	VARS	1.5210459753416499	0.15382441457949986	1.023835705282203e-18	6.5509059966318494e-18
865	GABPA	1.687800132918674	0.20305396798150843	3.5217434786008283e-16	1.744830671696021e-15
866	MRPS27	0.948154993042044	-0.015305804519358313	0.40864628462082975	0.4625783155618002
867	DDB1	1.481050038589301	0.14201672034972546	3.239951822310666e-08	7.391043575585723e-08
868	DOLK	0.945518443889136	-0.01608417274241236	0.024081981420144956	0.032669037153291884
869	CRKL	1.3326005362462527	0.09819111018631427	0.0005634000701670877	0.0008754651739674291
870	TMEM161B	1.5217049853342381	0.15401896905474638	1.284575052844473e-11	4.0769072963618354e-11
871	DNM1	0.9419315020786433	-0.017143118114302025	0.03515175197689384	0.04670635340405716
872	COG2	1.491926972677316	0.14522783433522674	1.9002886706371183e-06	3.661345240607588e-06
873	RTTN	1.381863974290149	0.11273477787764802	1.5023522722603363e-12	5.248363485429175e-12
874	RACK1	1.5617351168211258	0.1658367583342305	0.0008493521411496925	0.0012978925119867268
875	MRPL13	1.8313785147619719	0.24544151452926838	0.0002798998326675567	0.00044416465488956444
876	PRPF38B	1.4474247990784213	0.13208979829747275	0.0067675852190897685	0.009668556077183175
877	TOP2A	1.749510520279622	0.2212722532356028	0.013070989279056512	0.018195972859093794
878	EMG1	2.269377298018465	0.37474854233384086	3.46079867302586e-08	7.887324975762745e-08
879	CENPK	1.7402140149878562	0.21852771714509095	7.801328020372315e-22	6.691246578046935e-21
880	ARL4D	0.8726701532981924	-0.03759061590401919	0.0007163784216461497	0.0011010234829795993
881	MARS	1.4916348736496379	0.14514160017536704	1.803934965010248e-07	3.8303605778789026e-07
882	MRPL36	0.9398254699148475	-0.017764865867883783	5.6066293451653636e-06	1.0328455752871989e-05
883	RGP1	0.8996977548009191	-0.029611464014555167	0.2838212809517614	0.3321194744829169
884	DYNC1H1	1.4953475994201921	0.14623767978288205	1.8111757886794993e-06	3.5037539711479722e-06
885	FNBP4	1.6117881161679601	0.18061352216476662	2.3143679512126857e-27	3.059824589641965e-26
886	COPG1	1.0375281119162671	0.01107913719515552	0.4077155928249163	0.46196184357482234
887	USP9X	0.9775667771542221	-0.006622788649543965	0.28145776084640717	0.3295148834175403
888	ITGB1BP1	1.6034373883237083	0.17814820070995158	7.637424783022511e-13	2.735981662540849e-12
889	SRRM2	1.4661687607412859	0.13762343461008447	1.040717591831876e-07	2.2640338156851628e-07
890	SYF2	1.472421359028895	0.1394693413375313	1.1661699004365615e-10	3.3990798681421335e-10
891	COQ4	1.4721899832030696	0.1394010340237053	8.971882724145722e-07	1.7772943177881383e-06
892	MRPS18A	0.9409925308826415	-0.017420323392468295	0.7481581358760085	0.7876561456890843
893	PRORP	0.9960977703656915	-0.0011520253825177407	0.5426982142406156	0.595996707975123
894	ACTR1B	0.8799832610293291	-0.03543162309199083	0.000537843657658161	0.0008362962136296161
895	SF3B4	1.6474736903589027	0.19114870105230275	1.5511929004865828e-17	8.693219229190615e-17
896	SLU7	1.8055989876275593	0.2378308220812802	4.2655849541724024e-27	5.547578693116608e-26
897	SPG7	1.1654160134712475	0.048834503361445236	7.535783855131643e-05	0.00012496972117345822
898	PPP1R8	1.112711620279022	0.033274988822932616	0.006785969547765138	0.009689036472435547
899	SCD	1.0979824383532528	0.028926605198088873	0.050848107976318516	0.0665642901462419
900	MRPS18B	1.0757270174100415	0.022356307643127293	0.19354226840736333	0.23498054200853397
901	RFC4	1.977975904806698	0.28872033975716965	5.720626768749307e-17	3.035356952908446e-16
902	CTCF	1.6037954025546661	0.17825389451068024	9.778053883191548e-05	0.00016048616558626456
903	CDK9	1.3870504374993802	0.11426593770740195	7.258508123612014e-05	0.00012062229124863575
904	FAM133B	1.186051751644948	0.054926634371389116	0.05981962134090782	0.07758718366872218
905	VPS35	1.6477457034134808	0.1912290053840866	5.59527722336192e-28	8.01766370988328e-27
906	RBM25	1.8675723981848922	0.2561267576601433	1.3908982949798518e-14	5.818915419382492e-14
907	NCAPH	2.054986500212039	0.3114555883057795	1.881797665019889e-18	1.1757550424001552e-17
908	RCL1	2.1124459890497125	0.32841891333040313	5.120856056155534e-20	3.7360391897500587e-19
909	CHMP1A	1.7569820121847253	0.22347800459484585	1.0229372922614813e-05	1.8336246744432397e-05
910	EXOC2	1.4922242767359526	0.14531560513653052	3.4056083422474202e-18	2.0579850411611306e-17
911	MBIP	1.5676628149726786	0.16758674728169087	1.0775102943847352e-08	2.5656538651369863e-08
912	ZNHIT1	1.6168368615448032	0.18210402461312464	4.317295736845123e-09	1.0672818903171881e-08
913	OGT	1.3291767089217088	0.0971803198554343	5.853157526676195e-06	1.0716607468505076e-05
914	IK	1.3839861676443603	0.11336129677575868	1.1173596123408359e-20	8.625295330102001e-20
915	RPSA	1.9223601233683099	0.27230131835405463	9.632643686122316e-11	2.8283332933608224e-10
916	PPP4C	1.1864444649827783	0.055042572123810474	0.033442979131324685	0.04458442844638439
917	CNN2	1.0566326307799896	0.016719218050032403	0.028484944065225073	0.03840251895666682
918	TSR1	1.4606621416687513	0.1359977576156704	8.100049850196859e-16	3.89225286978335e-15
